Zenith,Gain(50MHz),Gain(100MHz),Gain(150MHz),Gain(200MHz),Gain(250MHz),Gain(300MHz),Gain(350MHz),Gain(400MHz),Gain(450MHz),Gain(500MHz),Gain(550MHz),Gain(600MHz),Gain(650MHz),Gain(700MHz),Gain(750MHz),Gain(800MHz),Gain(850MHz),Gain(900MHz),Gain(950MHz),Gain(1000MHz),Phase(50MHz),Phase(100MHz),Phase(150MHz),Phase(200MHz),Phase(250MHz),Phase(300MHz),Phase(350MHz),Phase(400MHz),Phase(450MHz),Phase(500MHz),Phase(550MHz),Phase(600MHz),Phase(650MHz),Phase(700MHz),Phase(750MHz),Phase(800MHz),Phase(850MHz),Phase(900MHz),Phase(950MHz),Phase(1000MHz)
10,-12.60263,-20.56477,-16.95855,-23.62255,-32.70251,-26.13355,-15.16122,-25.5567,-21.47748,-23.83066,-34.07593,-20.66573,-19.02036,-19.8168,-19.0144,-18.2582,-19.81735,-23.51315,-25.15229,-30.43081,-88.928,49.428092653589786,-99.724,40.04062203923063,149.84903673205102,-48.05469265358979,-70.1181073464102,128.5647779607694,30.12312938564083,-52.67452203923062,-106.7461812546182,-141.34459265358979,110.69581469282042,-5.00869,-94.35252653589792,136.13862938564085,14.834799999999992,17.454410640259,-109.76207346410207,-71.4198196335937
11,-12.64111,-20.29998,-17.08746,-23.38628,-33.72174,-26.30844,-15.05173,-24.64228,-21.70777,-23.5626,-33.76471,-20.50113,-19.03508,-19.60007,-19.94941,-18.17516,-19.8874,-23.91321,-24.01102,-30.00148,-90.15809265358979,49.65129265358979,-100.9317926535898,39.883029385640825,148.81203673205104,-47.56064857512855,-68.92531469282042,128.23243388230816,31.405651424871447,-51.53197061435917,-106.80585636564467,-142.8228146928204,109.55340734641021,-3.7255273464102068,-94.98913388230812,136.073,14.404698575128549,18.79162773871637,-109.3185722612836,-70.14986776461632
12,-12.72573,-20.23402,-17.13018,-23.36115,-33.95489,-26.40796,-15.16,-23.84948,-21.70401,-23.34536,-35.21408,-20.24583,-18.66095,-19.47489,-20.60503,-18.52633,-19.72776,-23.79621,-24.0166,-30.35501,-91.3008926535898,50.348292653589795,-99.4944,39.285822039230624,149.3463706143592,-46.22257061435917,-68.708,129.26592653589793,32.86096611769186,-52.64309265358979,-106.17585636564466,-142.52303673205103,109.581,-4.622263267948966,-95.80612653589792,136.3958146928204,15.760370367948962,19.236071817177617,-108.05121633974484,-68.92664122871838
13,-12.70228,-19.92339,-17.2165,-23.01472,-33.56554,-26.52181,-15.22641,-23.5002,-21.74642,-23.262,-35.73547,-20.47123,-18.62031,-19.53104,-21.51166,-18.57442,-19.99236,-24.05711,-22.61154,-29.29898,-91.7537926535898,49.5448926535898,-99.1753,39.030722039230625,148.70525877128165,-44.65367061435917,-68.7222073464102,128.96902653589794,31.45251469282042,-51.32787061435916,-105.45641228718341,-143.59959265358978,108.19722203923062,-4.56231469282041,-97.37443388230813,137.28137061435916,14.620208575128547,20.161664470767406,-109.41105887564278,-68.98932653589796
14,-12.74453,-19.71664,-17.16942,-22.90174,-33.17762,-26.28959,-15.14496,-23.22157,-21.95988,-23.19493,-37.21167,-20.80912,-18.42918,-19.16849,-21.5624,-18.4205,-19.75669,-24.29153,-23.8536,-28.27684,-91.4720926535898,50.088492653589796,-100.11789265358979,39.315829385640825,147.711524130261,-45.95892653589793,-68.0024,128.29733388230815,30.346280810512283,-50.672748575128544,-106.83426371205486,-143.26103673205102,109.34040734641022,-4.229989999999997,-97.13463388230812,137.69677796076937,13.90111184307752,20.96040569948576,-108.76938695410404,-69.91018860102844
15,-12.7589,-19.48351,-17.28377,-22.73098,-33.77401,-26.57037,-15.16889,-22.89268,-22.25199,-22.98047,-34.7212,-20.83824,-18.73069,-19.1972,-21.94653,-18.51891,-19.74234,-24.15819,-24.12349,-28.16863,-92.1404926535898,51.189777960769376,-101.24838530717957,38.40103673205104,148.1021167838508,-46.102941228718336,-68.17280734641021,128.80281918948774,30.54685142487145,-50.96759999999999,-106.89793147667112,-144.26559265358978,109.89562938564083,-5.613390307179584,-98.3306971502571,137.74659265358977,13.528241228718345,20.278664470767424,-107.71100899333466,-71.10742203923066
16,-12.78744,-19.41485,-17.34933,-22.68795,-33.53677,-26.74928,-15.19993,-22.54269,-22.81452,-22.7467,-33.26714,-20.59651,-18.65115,-18.8874,-21.52812,-18.12042,-19.65345,-23.09183,-23.66342,-26.06538,-91.8138926535898,51.63017796076937,-101.76809265358979,38.88823673205104,148.88715351590184,-46.681548575128545,-67.5851073464102,127.31362653589794,29.268358771281658,-51.57207796076938,-108.26737555513236,-144.554,110.80322203923062,-5.267880614359169,-96.78647796076936,139.23277796076937,13.218073267948967,19.444737934869494,-106.73653103256528,-70.64333223538375
17,-12.79927,-19.22596,-17.46147,-22.55118,-34.36089,-27.15902,-15.19065,-22.65798,-22.96179,-22.68182,-32.10768,-21.27195,-18.99512,-18.97609,-21.21355,-18.10589,-19.12261,-23.80211,-22.28662,-25.40518,-91.6930926535898,52.13538530717959,-102.83748530717958,38.14674407846124,148.5127461694916,-45.84134857512855,-66.40981469282042,127.22249715025711,28.603495503332688,-51.91398530717959,-108.56467105846505,-146.0241853071796,111.0265926535898,-3.9040873464102033,-98.11546326794894,140.6947779607694,14.38091918948772,20.9653322353837,-107.10719430051425,-70.07159594743867
18,-12.79935,-19.12934,-17.56994,-22.31656,-36.1138,-27.18635,-15.18602,-22.01225,-23.46021,-22.28294,-31.84715,-21.17538,-18.90136,-18.85319,-21.24317,-18.02133,-19.3192,-22.39719,-22.52026,-25.84405,-90.9036926535898,53.119377960769384,-103.51308530717958,38.661929385640825,147.37178290154264,-47.31284857512855,-66.6028146928204,126.10181918948774,29.795180810512278,-52.56014857512855,-109.17948575128545,-145.10122203923063,111.4674073464102,-4.088517346410203,-97.18264122871832,141.63218530717958,14.468948575128548,19.493515895638865,-108.48162083641219,-70.4788196335937
19,-12.77837,-18.93086,-17.70537,-22.27843,-36.4822,-27.53536,-15.30853,-22.13379,-23.50385,-22.20408,-31.15733,-21.13007,-18.9697,-18.81501,-21.88195,-18.09481,-19.8073,-20.81331,-21.74517,-26.69782,-89.8338926535898,53.49787796076937,-104.03777796076938,38.964544078461245,146.17678290154265,-46.49056326794896,-65.93831469282043,126.81068980384691,30.375980810512274,-53.75187061435916,-108.95759759436297,-143.649,112.16,-4.552017346410203,-95.85434857512854,142.0381853071796,14.052465921538754,20.42046896743473,-107.51883103256529,-70.11379265358984
