Zenith,Gain(50MHz),Gain(100MHz),Gain(150MHz),Gain(200MHz),Gain(250MHz),Gain(300MHz),Gain(350MHz),Gain(400MHz),Gain(450MHz),Gain(500MHz),Gain(550MHz),Gain(600MHz),Gain(650MHz),Gain(700MHz),Gain(750MHz),Gain(800MHz),Gain(850MHz),Gain(900MHz),Gain(950MHz),Gain(1000MHz),Phase(50MHz),Phase(100MHz),Phase(150MHz),Phase(200MHz),Phase(250MHz),Phase(300MHz),Phase(350MHz),Phase(400MHz),Phase(450MHz),Phase(500MHz),Phase(550MHz),Phase(600MHz),Phase(650MHz),Phase(700MHz),Phase(750MHz),Phase(800MHz),Phase(850MHz),Phase(900MHz),Phase(950MHz),Phase(1000MHz)
79,-17.50223,-1.18958,1.43648,-0.21543,-0.81023,-2.52567,-3.878,-16.16558,-8.34361,-6.33573,-8.12045,-5.67247,-4.3018,-2.78225,-4.44407,-4.74738,-7.20549,-6.58661,-7.88539,-10.29358,122.43448575128551,-157.51733882308145,51.14607960769383,-137.16203673205104,50.072924888973574,-4.41474796076929,85.50411513692636,-74.81377631384491,-165.9602653589793,-51.78674287564296,-58.30931184307746,10.281250222052975,-70.4368497779471,163.6483310325653,148.21433206513046,60.76214002589988,-109.12133223538365,128.29296326794895,64.12355592153877,-25.084185307179574
80,-17.35983,-1.31058,1.48568,-0.15013,-0.74413,-2.42977,-3.5931,-17.84048,-8.70401,-6.02483,-7.49655,-5.15007,-4.67,-2.78045,-4.42577,-4.66238,-7.59209,-7.48261,-7.47909,-10.29348,121.96878575128551,-156.83833882308144,51.163579607693826,-137.10803673205103,49.08392488897357,-3.4455253071794973,85.56770779051614,-75.09336896743471,-164.9598580125691,-52.52553552923275,-57.746311843077464,11.099842875642764,-69.2342571243573,164.3161236861551,147.20135737231007,60.13303267948966,-108.61214692820406,128.50537061435918,65.39897061435917,-24.547314692820404
81,-16.40393,-1.25168,1.56368,-0.07523,-0.72813,-2.50957,-3.69,-20.39118,-9.35101,-6.26733,-7.28965,-4.08197,-3.845,-2.61625,-4.72707,-5.58998,-8.31499,-8.76381,-7.67829,-10.90678,123.3142784048753,-157.50333882308144,50.72567960769383,-138.58803673205102,47.862924888973566,-2.656768653589704,86.64230044410591,-74.09496162102452,-164.87004331974867,-51.75772083641233,-56.83390449666726,11.017342875642768,-70.08881963359369,165.0941089933347,147.45455002589986,61.062425333079446,-108.97973958179385,128.89196326794897,66.5171853071796,-23.974007346410197
82,-16.84563,-1.20098,1.66158,0.07617,-0.73863,-2.38547,-3.4915,-25.39818,-8.83061,-6.06843,-6.62845,-3.56137,-4.0109,-1.95755,-4.87387,-5.66288,-8.87619,-8.99371,-8.94679,-9.76058,124.76798575128551,-157.53933882308144,50.20867960769383,-138.67803673205103,47.70892488897357,-1.3861499999999112,87.9428930976957,-75.37536896743472,-163.53263597333844,-50.47291349000213,-57.89429715025705,12.56234287564277,-71.17522698000391,164.71630899333468,147.02690002589986,59.71241064025904,-110.10514692820408,130.04277796076937,65.7072853071796,-23.93619999999999
83,-16.55513,-1.14278,1.68748,0.10087,-0.65883,-2.44057,-3.5985,-32.61358,-8.99451,-5.66883,-5.93795,-3.23007,-3.2987,-2.46085,-4.84787,-5.95508,-11.85179,-8.51551,-8.19649,-9.56238,124.4961784048753,-158.38733882308145,50.40347960769383,-139.29703673205103,46.47882488897358,-0.9419873464101185,88.13848575128549,-76.29100494077323,-163.05822862692824,-49.92220614359192,-56.83780449666726,11.155342875642773,-69.82204167282433,164.2269016469245,146.14753267948964,60.874003293848816,-109.37314692820408,130.318,65.44998530717959,-23.12579999999999
84,-16.84773,-1.05868,1.73048,0.10247,-0.59213,-2.34747,-3.7277,-36.39378,-9.26041,-5.33053,-5.64285,-2.82847,-3.1524,-2.14675,-5.08057,-6.58718,-11.37109,-9.76881,-7.64979,-8.56618,125.20707840487529,-158.87933882308144,49.46207960769383,-139.52503673205103,46.054224888973565,-2.0609573464101176,87.50748575128549,-74.99763388230812,-164.2984139341078,-49.39909879718171,-58.223489803846846,10.777335529232573,-68.51544901923452,164.12129430051428,147.27341798666922,59.38618860102841,-110.90173958179388,129.86859265358981,64.0927926535898,-22.64219265358978
85,-17.34193,-1.10878,1.72688,0.19397,-0.49473,-2.28707,-3.5814,-29.08698,-9.37451,-5.33423,-4.81065,-2.36087,-2.7259,-1.96135,-4.64037,-6.44848,-11.22869,-10.71871,-7.52139,-9.59028,124.1771930976957,-159.29933882308143,49.05317960769383,-139.62503673205103,44.95272488897358,-2.5746873464101183,86.39148575128547,-73.797886954104,-162.8954139341078,-49.421391450771495,-58.92728980384685,11.409335529232564,-67.12385636564474,163.9734869541041,148.63250329384883,58.97618860102841,-111.53592488897345,129.8112220392306,64.1996,-21.914677960769367
86,-17.19683,-0.96198,1.83598,0.12757,-0.57103,-2.30467,-3.7454,-28.21838,-8.74451,-5.07613,-4.62945,-2.26037,-2.683,-2.33855,-5.07797,-7.29868,-12.65549,-10.46521,-6.56039,-7.91758,124.8339784048753,-159.95233882308145,48.857279607693826,-140.41503673205102,44.75942488897357,-2.9028573464101184,87.36107840487526,-74.81519430051421,-163.5210065876976,-50.679484104361265,-57.828897150257056,10.103335529232567,-66.22726371205496,163.44488695410408,149.19810329384882,58.20118860102842,-111.14573958179388,130.0252220392306,63.62950000000001,-20.655514692820404
87,-17.16183,-1.04608,1.91538,0.25157,-0.60303,-2.41097,-3.9218,-25.95988,-8.39541,-5.05563,-4.62875,-2.06077,-2.7973,-1.89795,-4.93747,-7.13968,-12.29619,-10.25271,-7.43839,-8.32788,125.32448575128551,-159.67033882308147,49.30287960769383,-140.74403673205103,44.012124888973574,-2.1380646928203255,86.35407840487525,-74.996986954104,-164.77059924128736,-50.487284104361265,-59.12708980384685,8.570335529232565,-67.75126371205496,162.96628695410408,149.21968860102842,58.901373908208,-112.57414692820407,130.18762938564083,62.43980734641022,-20.430407346410195
88,-16.94083,-1.02358,1.88378,0.29227,-0.56593,-1.98297,-3.9606,-22.27688,-8.66591,-4.83623,-4.19245,-1.89677,-2.7372,-1.88525,-5.19197,-7.61918,-14.06399,-9.13771,-7.05679,-8.00418,126.72467840487529,-159.99433882308145,48.46547960769383,-141.42203673205103,43.25042488897357,-1.162194692820325,84.97407840487526,-73.78960164692441,-163.30559924128738,-49.393384104361274,-58.390297150257055,9.708928182822362,-67.72867105846518,161.85767960769385,148.2159886010284,57.97578125461823,-111.10973958179387,129.17203673205103,61.40700734641021,-21.54539999999999
