Zenith,Gain(50MHz),Gain(100MHz),Gain(150MHz),Gain(200MHz),Gain(250MHz),Gain(300MHz),Gain(350MHz),Gain(400MHz),Gain(450MHz),Gain(500MHz),Gain(550MHz),Gain(600MHz),Gain(650MHz),Gain(700MHz),Gain(750MHz),Gain(800MHz),Gain(850MHz),Gain(900MHz),Gain(950MHz),Gain(1000MHz),Phase(50MHz),Phase(100MHz),Phase(150MHz),Phase(200MHz),Phase(250MHz),Phase(300MHz),Phase(350MHz),Phase(400MHz),Phase(450MHz),Phase(500MHz),Phase(550MHz),Phase(600MHz),Phase(650MHz),Phase(700MHz),Phase(750MHz),Phase(800MHz),Phase(850MHz),Phase(900MHz),Phase(950MHz),Phase(1000MHz)
65,-16.11348,-16.32474,-13.90229,-18.06021,-16.26734,-15.84613,-28.75448,-23.13687,-21.20236,-21.36263,-16.88225,-22.1563,-32.50878,-33.23307,-20.90044,-30.33406,-25.06073,-26.77436,-22.59278,-26.78516,-98.67934122871834,-104.98565307179587,50.16540569948576,64.77503388230814,-40.071472261283596,72.22771349000209,6.338298797181594,-64.39736896743474,-133.29681064025897,6.883897150257063,-24.69818815692249,-3.93899670615113,-52.5762571243572,-85.37585022205296,-18.42064407846121,-94.60858860102842,-135.07014857512848,-114.7926163397448,-81.8867763138449,-86.66809960769379
66,-16.14674,-15.99553,-13.72216,-17.91498,-16.04229,-15.52264,-28.3553,-21.83745,-21.24131,-21.47961,-16.80616,-22.72813,-31.06787,-34.46882,-21.58763,-31.14131,-25.36437,-24.44984,-22.75117,-28.97232,-99.31593388230814,-105.34374572538567,49.88040569948576,65.85991918948773,-41.406464914873396,70.81642083641228,7.601891450771376,-65.17718366025517,-133.33428860102836,7.087204496667269,-23.980988156922493,-4.370959974100089,-53.26403508512655,-84.66892982974676,-18.78445877128162,-95.55975921538757,-135.2109428756427,-113.37709145077126,-83.16348081051223,-86.91296164692442
67,-16.03162,-15.89593,-13.58427,-17.79476,-15.97548,-15.22878,-27.85356,-21.00921,-21.17178,-21.70425,-16.7303,-21.93789,-30.70487,-31.29768,-21.98318,-29.58272,-24.74851,-24.50756,-22.16594,-29.39664,-100.00893388230814,-103.91934572538568,50.597405699485776,65.87542653589793,-42.64645756846319,71.0182208364123,6.571928182822404,-66.47618366025515,-132.0550959474386,7.790026535897891,-24.122795503332696,-4.802330588459284,-53.514554274614284,-84.2547812546182,-17.438136732050996,-94.38230044410592,-135.6258457253856,-114.93996941154063,-82.875073464102,-88.12751469282043
68,-16.00508,-15.78384,-13.47833,-17.71571,-15.69768,-15.01542,-27.50075,-20.24243,-21.30985,-22.07698,-16.68806,-21.76786,-29.04689,-29.81704,-23.16142,-30.60918,-26.55734,-24.95851,-20.79157,-29.58537,-101.46303388230814,-104.50194572538567,51.58040569948575,64.60643388230812,-42.95735756846319,69.55562083641229,7.2259281828224005,-67.85218366025515,-133.42418860102836,8.110211843077476,-23.153080810512286,-5.477330588459267,-54.69177631384491,-83.88940569948579,-18.338110196153067,-93.97974452256716,-134.8119632679489,-114.6335383789754,-82.36373673205098,-87.7632955033327
69,-15.85913,-15.7228,-13.40552,-17.64034,-15.58532,-14.72692,-27.74241,-19.41747,-21.14373,-22.5716,-16.80748,-21.57391,-27.63806,-28.6616,-24.09936,-29.57278,-26.63312,-25.51621,-19.8767,-29.36594,-102.60132653589793,-104.56943837897546,50.44181304589597,63.77613388230814,-44.04364287564279,71.09832818282248,6.575150222053026,-68.24018366025516,-134.98784452256712,9.64150449666727,-23.637080810512288,-6.063552627689916,-54.3853689674347,-83.0250416728243,-17.836488156922442,-94.27325186897738,-136.24860449666727,-114.64726491487332,-82.36629999999994,-89.13192982974675
70,-15.81563,-15.65184,-13.35916,-17.67632,-15.5105,-14.51497,-27.55444,-19.04616,-21.24916,-23.31151,-17.10099,-21.37284,-26.41586,-27.3056,-24.56203,-27.17807,-28.44639,-25.68552,-20.66106,-31.33676,-102.10472653589792,-104.45073837897547,50.218813045895956,63.008026535897926,-44.73844287564279,70.97052818282249,5.970742875642827,-67.54814692820412,-135.8992298297467,8.981197150257067,-23.885966117691872,-4.851145281279685,-54.64655427461429,-82.96249594743865,-16.937380810512238,-93.49589145077132,-135.10918695410396,-116.12663432641402,-81.71948081051221,-89.76848575128551
71,-15.84367,-15.75413,-13.3584,-17.77521,-15.59757,-14.3077,-27.20946,-18.5633,-21.43246,-23.62181,-17.48772,-21.27927,-25.97071,-26.6732,-24.90025,-25.30701,-29.4436,-29.19796,-20.52539,-30.78454,-101.82983388230814,-103.62313837897547,49.27322039230616,61.97203388230813,-43.38833552923258,72.1890355292327,7.386742875642824,-66.48236896743474,-135.26533717615692,10.189126535897895,-23.12254407846125,-6.3275158956388395,-54.86622039230615,-83.35726371205493,-17.0775440784612,-94.77376656179779,-134.272073464102,-115.8867163397448,-81.241073464102,-89.92345592153875
72,-15.89975,-15.72887,-13.30862,-17.77057,-15.5835,-14.18528,-27.15796,-18.13966,-21.55039,-23.90315,-17.95835,-20.67072,-24.87968,-26.24015,-26.52967,-24.57657,-31.66614,-28.34278,-20.15933,-30.23794,-101.99242653589792,-104.03073103256527,49.116220392306175,61.900233882308136,-43.809935529232575,73.4611428756429,8.460335529232623,-66.15396162102454,-134.4697077905161,10.924589803846864,-21.736544078461254,-5.374330588459259,-54.30233223538366,-81.88122039230626,-18.5408440784612,-94.29361064025903,-133.39679430051416,-116.47278552923251,-79.71262203923055,-90.88999835307558
73,-15.8116,-15.75437,-13.3471,-17.74987,-15.72977,-13.98666,-26.77042,-17.95885,-21.98605,-24.45209,-18.34065,-20.1763,-24.90984,-25.28697,-27.14532,-24.43759,-31.34632,-28.44151,-20.86518,-27.07232,-101.80792653589793,-103.42793103256527,50.39722039230618,63.12423388230813,-45.03401349000195,75.0149355292327,7.335520836412215,-66.99496162102454,-135.3860077905161,11.161319189487692,-21.131036732051044,-6.47051589563884,-53.70355427461429,-82.64900494077332,-17.154902849742854,-93.62474452256717,-134.04551064025898,-116.02526371205485,-78.59885142487138,-91.16251754256331
74,-15.91917,-15.75824,-13.33097,-17.75858,-15.79515,-13.91387,-26.21004,-17.53381,-22.41692,-24.98905,-18.75877,-19.72013,-24.75537,-24.35498,-26.70648,-23.38127,-28.64389,-29.05653,-20.07948,-24.37787,-102.04761918948772,-104.11402368615506,51.80762773871638,62.326533882308134,-43.849513490001954,73.86835756846332,8.010520836412212,-68.42614692820413,-135.09895636564465,11.426941228718313,-22.672307346410218,-5.685293856408208,-52.36796162102449,-82.99577631384503,-15.676280810512239,-94.58552248333655,-133.9776727053895,-116.63461633974478,-78.8030779607693,-90.24607346410207
75,-15.92148,-15.76591,-13.28417,-17.70114,-16.06416,-13.73874,-26.17431,-17.0651,-22.24021,-25.25824,-19.34355,-19.36274,-24.5861,-23.37197,-27.18868,-23.67254,-27.96769,-28.96664,-19.4842,-24.19474,-103.58351918948772,-103.67601633974486,51.268035085126584,61.59744122871834,-42.51120614359175,74.51285756846332,6.843928182822424,-68.5945175425633,-135.15644901923443,9.963826535897898,-22.54680000000001,-6.258330588459245,-52.253035085126555,-81.70918366025522,-15.672040025899861,-94.97544901923447,-134.92175471872025,-115.6791265358979,-77.40498530717952,-91.33851754256332
76,-15.91947,-15.70397,-13.33106,-17.67133,-16.29214,-13.64539,-26.00308,-16.87916,-22.14084,-25.05755,-20.06336,-18.9547,-24.36745,-22.72504,-28.54856,-22.9009,-27.63598,-28.96316,-19.26852,-23.57281,-104.93581184307752,-105.23800899333466,52.18103508512657,60.519841228718334,-43.73890614359175,74.01466491487352,7.637520836412222,-68.37773958179392,-136.23904167282421,11.515011843077488,-21.681792653589802,-5.831664470767379,-52.98788081051222,-80.53636896743481,-15.097386954103996,-94.05426371205488,-135.11301349000192,-116.51818410436107,-78.86862653589786,-90.49725877128165
77,-15.87476,-15.59152,-13.29985,-17.71263,-16.57366,-13.52437,-25.36617,-16.79908,-22.49612,-25.6088,-20.55155,-19.32141,-25.04397,-22.66734,-28.61938,-22.86092,-27.14821,-31.12235,-19.33075,-23.11327,-105.24541184307752,-104.36740899333466,52.451442431536776,59.81074857512855,-43.85059145077135,73.94637226128373,7.9473355292326175,-69.60792488897349,-136.09978290154254,12.244804496667285,-21.58967796076939,-6.753035085126555,-51.5343689674347,-80.3965542746144,-15.031669411540662,-94.55526371205488,-135.55517390820796,-116.7343179866692,-78.4264677646162,-89.61666611769186
78,-15.9739,-15.42987,-13.22935,-17.79881,-16.81804,-13.44623,-25.23607,-16.41256,-22.44865,-25.90545,-21.28252,-19.51038,-25.43479,-22.86367,-28.53279,-22.49021,-26.5827,-31.55302,-19.12436,-23.13348,-106.10840449666732,-103.71010899333466,53.12244243153677,59.978955921538756,-44.455984104361136,74.36477960769393,9.161520836412222,-68.54170284974288,-135.48281963359355,11.645989803846874,-22.911241575128564,-6.692849777946975,-51.6214661176918,-79.7849616210246,-15.667472261283564,-95.91685636564466,-136.32553717615696,-116.74876656179774,-79.62868245743661,-90.07257061435918
79,-15.97435,-15.34641,-13.10815,-17.7835,-17.26332,-13.33447,-24.77317,-16.24205,-22.22767,-26.48567,-22.45246,-19.67924,-26.1225,-22.77064,-28.87088,-22.97716,-26.26407,-30.70466,-20.17912,-23.09995,-107.32599715025711,-103.89580899333465,51.82984977794699,60.83254857512855,-42.933591450771345,73.56628695410413,9.537335529232621,-68.90011019615308,-133.98019024795275,10.528341228718324,-23.153877960769393,-5.958257124357175,-52.27031019615305,-81.21607346410212,-17.094410640259042,-94.84704167282428,-135.19096656179778,-116.41454572538561,-80.57387103256517,-89.2277926535898
80,-16.07603,-15.21199,-13.11463,-17.836,-17.53265,-13.35415,-24.50665,-16.13309,-22.1816,-27.17044,-23.31816,-19.77569,-27.38342,-23.54765,-29.98601,-22.68216,-25.61138,-32.56777,-20.52395,-21.25744,-106.14399715025712,-103.95980164692446,53.14484977794699,59.27865592153876,-42.26276941154072,72.89058695410414,8.666928182822417,-67.72911019615307,-134.98056086231193,10.57862653589791,-21.62958653589794,-6.608627738716351,-52.51717346410201,-82.53011019615315,-18.510040025899855,-96.2113755551324,-134.8913755551324,-116.67958245743664,-81.20309715025702,-88.79536326794897
81,-16.05683,-15.10351,-13.04844,-17.90874,-17.75834,-13.34405,-23.8142,-15.90687,-22.22145,-28.93366,-23.63559,-19.79756,-27.50318,-23.86346,-29.01566,-23.07854,-24.97884,-28.62483,-20.4416,-19.53863,-107.29469715025711,-103.52120164692445,53.199849777946994,59.62505592153876,-43.30266941154072,72.80770899333476,7.865335529232624,-67.79129550333266,-134.7311535159017,11.015497150257083,-22.946857575128558,-5.84362773871635,-52.20034407846118,-82.09288815692253,-17.061113490001915,-95.32526371205492,-133.38144901923448,-116.75352248333651,-80.63353430051414,-87.71114122871835
82,-16.13712,-15.01475,-13.05027,-17.97938,-17.95805,-13.34035,-23.64749,-15.62757,-22.08671,-28.67192,-24.48702,-19.39458,-28.54701,-23.67795,-29.03828,-23.05062,-23.68569,-27.22401,-20.71821,-18.88283,-107.14889715025711,-104.77279430051425,53.43725712435719,59.95995592153875,-43.8984473723101,74.21330164692455,7.98587226128366,-66.43788815692245,-136.29733882308128,9.626319189487706,-24.305875111026488,-4.4685203923061465,-52.33614692820409,-82.47748081051232,-16.082559215387562,-96.25156086231203,-133.50244901923446,-116.63975186897736,-79.4447677646162,-89.03144407846123
83,-16.27648,-14.94737,-13.02957,-18.14215,-18.34069,-13.35142,-23.37563,-15.55875,-21.68719,-29.48287,-24.81148,-19.5294,-27.8966,-23.77299,-29.32111,-23.34686,-23.56244,-26.79197,-21.06153,-18.624,-105.84919715025711,-104.22489430051425,52.4636644707674,60.083855921538756,-45.324447372310104,74.20174899333476,8.855335529232619,-65.27688815692245,-137.30852413026085,8.91904572538563,-23.590867764616284,-5.618105699485724,-51.22742938564077,-83.2532587712817,-15.685669411540658,-95.59719024795285,-133.01144901923448,-115.25341349000192,-78.34302818282227,-88.735
84,-16.28014,-14.86465,-13.09299,-18.22962,-18.54529,-13.39654,-23.5086,-15.51047,-21.78919,-30.02391,-25.71425,-19.54473,-28.54975,-23.83816,-29.17418,-23.23646,-23.14201,-26.40071,-21.8201,-18.07331,-104.91639715025711,-104.94198695410405,51.90707181717758,60.01417061435917,-46.280632679489685,75.04143633974496,8.065742875642826,-64.75708081051225,-135.9470800517996,7.884253071795833,-24.57210164692441,-5.08031304589592,-51.4715559215387,-84.59102203923067,-16.65603508512659,-95.69173958179397,-132.93841228718344,-116.35043267948964,-78.1238575684631,-87.63277061435917
85,-16.33127,-14.84834,-13.02454,-18.27706,-18.76307,-13.45437,-22.87588,-15.52886,-21.67615,-29.95375,-26.01736,-19.69151,-28.67519,-23.51393,-29.04399,-23.74559,-22.27735,-24.82392,-22.74641,-18.30697,-104.33379715025711,-103.78098695410405,50.7394791635878,59.011563267948965,-46.22763267948969,74.39806368615517,8.641850222053023,-63.291966117691835,-135.60048739820982,7.164867764616247,-23.75358695410401,-4.571442431536752,-49.963351424871384,-84.46390734641025,-17.390552627689914,-95.89796162102459,-133.48370943744058,-115.16109287564272,-77.48084287564268,-86.15889265358979
86,-16.4783,-14.78958,-13.0218,-18.36809,-19.04245,-13.52562,-22.88641,-15.58278,-21.32059,-29.20681,-26.3046,-20.27952,-31.73906,-23.08731,-29.53451,-24.12328,-21.00815,-25.15544,-24.21701,-19.31488,-102.94719715025711,-103.77168695410404,50.31888650999801,58.83257796076938,-46.700410640259065,74.16643103256537,7.569364914873432,-61.84437346410205,-136.09129550333253,7.899108993334593,-25.21824287564276,-3.3185763138448863,-51.49927796076932,-83.70497061435921,-18.79177466692053,-95.50533223538376,-132.036524130261,-113.82719818282231,-77.38811798666914,-85.0237044966673
87,-16.46975,-14.74321,-13.07573,-18.53665,-19.39231,-13.62482,-23.0724,-15.53149,-21.1349,-29.44383,-25.7879,-21.21569,-31.34674,-23.46422,-27.84121,-24.54109,-21.1361,-25.65857,-26.02096,-19.31738,-101.79830449666731,-102.90128695410405,51.035886509997994,59.31207061435917,-45.29941064025907,73.89311837897557,8.660664914873436,-61.849373464102044,-136.59148081051214,6.798994300514195,-24.38029879718151,-4.352754274614256,-51.36973552923249,-82.21428980384694,-17.88144243153681,-94.63411019615315,-131.91974616949162,-114.61452982974676,-76.90404167282418,-86.37808980384689
88,-16.3762,-14.63499,-13.0821,-18.68779,-19.60465,-13.77897,-22.91623,-15.54398,-21.03222,-28.37817,-24.85925,-21.2421,-35.29903,-23.75159,-27.92364,-23.91816,-21.03367,-25.22059,-27.26809,-19.98712,-102.43758980384689,-103.44728960769385,51.94429385640821,60.14337061435917,-44.04500329384885,74.76764572538578,7.351772261283642,-63.39625142487142,-137.1096661176917,7.381494300514191,-24.529410640259044,-5.411846928204056,-50.80400899333457,-83.25652653589798,-18.080330588459276,-95.92148081051232,-132.3138881569225,-116.16832614359173,-78.16512533307936,-86.54092653589792
89,-16.48368,-14.49652,-13.16745,-18.88265,-19.67878,-14.02583,-22.4687,-15.73388,-20.85112,-27.31955,-23.51007,-22.40772,-32.82669,-24.00668,-27.84449,-24.59837,-20.53908,-25.27039,-28.04979,-21.64894,-102.3998898038469,-104.17582960769384,52.20229385640822,59.454870614359166,-43.872188601028455,74.09575307179597,5.884186954104067,-64.85925142487142,-137.41003673205088,8.779853071795849,-25.673595947438628,-5.150824888973425,-51.95107840487526,-84.77436776461631,-16.819405699485756,-95.11125877128168,-132.0234808105123,-115.47409145077131,-77.62944901923439,-88.08964857512855
90,-16.42407,-14.35066,-13.18345,-19.14492,-19.89636,-14.18455,-22.66368,-15.94748,-20.86422,-27.20885,-22.69195,-23.75565,-32.60152,-24.33298,-28.15479,-24.28027,-19.78569,-26.65715,-26.33949,-22.86611,-102.2686898038469,-104.23963226128365,52.739293856408196,60.35117796076938,-44.60537390820804,73.6795677646164,7.287179607693858,-66.3586293856408,-138.43622203923047,7.949745725385647,-26.921188601028405,-3.637524888973431,-50.64020776461623,-85.00676633974486,-18.188717542563268,-94.531163267949,-132.58666611769186,-116.98484002589984,-76.11422698000376,-87.48943103256524
91,-16.62728,-14.43039,-13.43955,-19.75369,-20.41178,-14.65059,-22.45993,-16.12539,-20.24536,-27.69246,-22.29328,-23.69209,-31.58675,-25.83912,-27.73412,-23.02641,-20.30608,-26.69848,-27.21776,-24.21919,-102.6269898038469,-105.44857491487343,52.51126371205481,60.89147796076938,-43.788559215387636,73.7990751110266,7.738501646924476,-67.4692293856408,-138.73062938564067,7.650531032565226,-28.271559215387583,-2.7181514248713583,-49.26478125461816,-85.92834430051424,-19.314424888973477,-93.18885142487149,-131.09985142487147,-117.49806656179778,-74.80007675795082,-88.9079118430775
92,-16.94847,-14.49156,-13.61876,-20.3857,-20.76466,-15.23588,-22.21783,-16.76661,-19.81253,-28.58824,-21.78606,-24.77267,-31.47569,-26.51782,-26.19591,-21.84071,-19.60623,-26.8941,-26.98944,-27.72703,-101.7207898038469,-105.73679491487344,53.09026371205479,59.34788530717958,-44.73874452256723,74.5680751110266,8.341401646924481,-66.5718220392306,-140.10340734641005,6.718231032565228,-27.846744522567178,-1.9258248889734304,-48.33459594743857,-84.40516899333466,-18.76701019615306,-93.55922203923065,-131.38522203923065,-117.54133882308139,-73.41367105846501,-87.43719024795286
93,-17.31284,-14.63932,-13.85281,-21.00185,-21.22981,-15.84814,-22.23606,-17.26286,-19.10911,-29.61699,-21.76372,-25.18189,-30.27034,-26.91568,-24.53226,-21.32805,-19.19359,-26.00546,-27.17669,-26.6028,-101.71657511102649,-104.72363756846323,53.52907840487521,59.795877960769374,-45.497781254618246,75.27229715025723,7.644431032565308,-68.05660734641017,-138.69496326794882,8.162003293848812,-26.578627738716435,-0.6632089933345355,-47.5710355292325,-84.91852083641217,-19.675404496667266,-94.45585142487148,-132.22703673205106,-118.92018530717962,-74.87822039230613,-86.857450222053
94,-17.6463,-14.77863,-14.03828,-21.94169,-21.79405,-16.31934,-22.3803,-17.67724,-18.52287,-30.38431,-21.80746,-24.10032,-29.99115,-29.25822,-23.23696,-19.80992,-18.81523,-26.0161,-25.74653,-28.16007,-102.10367511102649,-106.24088722205303,54.62707840487522,58.69548530717958,-46.37874452256722,75.10128980384702,6.519031032565309,-68.39839265358977,-138.8015559215386,9.265854718720277,-27.791257124357273,-1.0727649148732894,-46.49695756846313,-85.54737675795094,-18.248392653589747,-93.83822203923066,-132.26622203923063,-119.86700000000005,-73.81604167282421,-85.66729145077134
95,-18.22569,-14.93945,-14.34475,-23.2046,-22.34929,-17.10923,-22.46326,-18.01562,-18.16851,-29.99298,-21.4367,-22.86576,-29.2483,-32.13095,-21.36649,-18.79351,-19.44926,-26.38432,-26.78352,-27.87333,-100.79096041820608,-104.78861756846324,53.402893097695625,57.46278530717959,-46.67315186897744,74.26160449666745,6.472845725385717,-68.92197061435915,-137.55455592153862,9.865484104361101,-29.340849777947057,-0.7012987971814084,-46.26179430051416,-84.79518860102844,-18.427687960769333,-92.36444407846128,-131.67203673205105,-118.90162938564086,-73.1660416728242,-85.74018366025521
96,-18.33164,-14.8497,-14.32752,-23.63918,-22.2244,-17.52021,-22.88964,-18.3899,-18.17144,-28.50551,-20.86481,-22.59254,-28.40764,-29.06253,-20.71099,-18.56962,-19.09289,-25.37341,-25.77742,-26.66897,-101.00767511102649,-105.29725022205302,52.244300444105846,57.50087061435917,-46.01015186897743,72.69561918948784,6.481253071795919,-68.20577061435915,-139.0899265358978,9.526040025899846,-28.52584977794706,-1.206113490001826,-45.48210614359168,-84.63492818282238,-19.53401918948768,-92.31800734641023,-131.27214857512857,-120.26933223538377,-73.58844243153678,-86.41138125461822
97,-18.51121,-14.79466,-14.4046,-24.25939,-22.34464,-17.79296,-23.17526,-18.46565,-17.79919,-27.15027,-20.45593,-21.62737,-26.33898,-28.29326,-20.71248,-18.82397,-19.29142,-24.12366,-24.7869,-26.1927,-101.70495307179587,-105.94926287564283,53.732300444105846,56.57759265358979,-47.28633717615705,73.55062653589806,6.879275111026544,-68.45767061435915,-138.59211184307736,10.015854718720249,-29.534035085126646,-2.027891450771193,-45.09878125461816,-83.16669594743865,-19.279904496667264,-91.46908530717961,-131.03340734641023,-119.9955559215388,-74.79507840487528,-86.92030044410595
98,-18.54676,-14.73495,-14.41038,-24.94621,-22.33625,-18.01982,-23.6535,-18.98437,-17.8421,-26.18158,-20.54267,-20.96535,-26.2605,-27.84832,-20.68271,-18.39672,-18.83671,-24.86787,-24.20754,-27.09958,-102.62685307179586,-104.82288287564283,52.568707790516044,56.7805,-48.170929829746825,74.60164122871846,6.193697150257165,-67.05866326794894,-139.10838245743656,10.409706143591706,-28.51662773871645,-2.367817986669138,-44.1369281828223,-82.29586941154072,-19.407497150257054,-90.4010779607694,-131.77155592153878,-121.26200000000003,-76.21527061435916,-87.24967105846514
99,-18.64009,-14.71494,-14.37584,-25.66062,-22.37176,-18.58728,-23.965,-19.36496,-17.68343,-24.72341,-20.72442,-20.87538,-25.82179,-26.59693,-21.01026,-18.84981,-19.62299,-24.96008,-24.92268,-23.74197,-103.95774572538565,-105.63193287564283,51.59552248333645,57.18427796076938,-46.92470779051618,74.99713388230826,7.229375111026542,-67.5527338823081,-138.15608245743655,11.84185471872027,-29.87481304589602,-1.403225333079348,-44.66037675795086,-82.49705471872032,-18.73802653589788,-91.21444122871837,-131.81014857512858,-121.88300000000004,-75.77507346410206,-87.95118366025523
100,-18.63737,-14.69954,-14.40418,-26.30984,-21.94153,-18.76087,-24.42005,-19.88484,-17.55023,-23.84149,-21.20492,-20.53544,-25.02026,-25.98265,-22.42354,-19.70435,-19.45638,-23.09837,-23.36117,-23.59638,-103.01244572538566,-107.13182552923263,52.66852248333646,57.82257796076937,-47.08989309769578,75.90394857512868,8.103060418206127,-68.4262191894877,-139.56237511102634,12.68285471872025,-30.524035085126656,-1.0150032938487357,-44.176891450771265,-82.22152818282237,-19.670953071795815,-90.45236326794898,-131.9466898038469,-122.78722203923064,-74.75592488897351,-87.44315186897741
101,-18.72159,-14.67218,-14.50849,-27.33991,-21.81875,-18.93592,-25.08479,-20.62168,-17.51582,-22.31249,-21.61487,-20.05154,-25.07616,-26.60166,-23.23586,-20.82524,-20.03694,-23.48993,-23.69165,-22.74256,-102.12114572538566,-106.51334552923262,52.91492982974668,59.09457061435917,-48.30307840487538,75.66686326794908,8.830475111026544,-68.93698980384687,-138.68364572538553,11.211484104361105,-31.564183660255196,-2.1511886010283376,-43.0238179866692,-82.83925471872031,-19.984282457436642,-89.06274122871837,-131.57111184307752,-121.80802653589797,-76.28826326794896,-87.93411019615314
102,-18.74,-14.64361,-14.54926,-28.36766,-21.50933,-19.11432,-25.57882,-21.38796,-17.2808,-21.10619,-22.54181,-20.25852,-25.59798,-25.78199,-24.03126,-21.45822,-20.28909,-23.12367,-24.47396,-22.34769,-101.49413837897546,-105.25731552923263,52.90592982974667,59.24396326794896,-49.16907840487539,74.9040779607695,9.08888980384696,-68.44988245743666,-137.6156310325651,12.745298797181505,-31.82722039230623,-3.584404052561297,-43.6886326794896,-81.70656206513053,-18.604397150257054,-89.9197530717959,-132.24136041820609,-120.86062938564085,-76.08127796076937,-86.96725877128169
103,-19.01348,-14.64623,-14.64765,-29.24729,-21.36064,-19.3394,-26.01872,-21.92745,-17.2558,-20.26876,-22.43623,-20.26509,-24.6691,-25.57566,-25.09245,-23.94348,-21.09688,-21.83775,-24.53802,-21.63396,-102.65493103256526,-105.29569552923262,52.72774452256709,59.175455921538756,-48.81570120281856,73.6996853071797,10.056889803846957,-69.35046776461624,-137.7275163397447,12.937484104361104,-31.1211836602552,-3.959552627689817,-44.57296656179773,-80.7734253330795,-18.77302368615498,-88.67270449666734,-131.13382368615504,-120.34722203923064,-75.11357061435916,-86.79685142487149
104,-19.20537,-14.59299,-14.77504,-30.54443,-21.0757,-19.31438,-27.59465,-22.84698,-17.39872,-19.51031,-22.21769,-19.98848,-24.53182,-25.59045,-25.53587,-26.76629,-21.18781,-20.66235,-23.90155,-22.373,-104.11602368615505,-106.43650818282242,53.35074452256708,60.28252653589793,-48.27767105846516,75.2426706143593,11.133204496667371,-69.59840637897541,-138.8973089933345,13.301520836412138,-31.615368967434776,-4.300959974100039,-43.89333717615693,-80.16589309769577,-18.37406776461622,-87.19341184307754,-131.0342751110265,-120.3053706143592,-75.42934164692441,-88.2972587712817
105,-19.26865,-14.51953,-14.91232,-31.69086,-20.89382,-19.42054,-28.73492,-24.04935,-17.23537,-18.86563,-22.00908,-20.29896,-24.57943,-24.42258,-25.28947,-29.33808,-21.48329,-21.08147,-25.70367,-21.71312,-105.13822368615504,-107.76972083641222,51.97915186897731,59.299304496667304,-49.594886509998105,75.54050000000012,10.574311843077574,-68.535963686155,-139.27579430051406,14.192928182822328,-30.632998353075607,-5.136737934869416,-43.38270779051609,-78.81415186897745,-18.289923686154978,-85.62699064692444,-130.84291633974485,-121.37921918948776,-74.52210734641021,-89.47658980384695
106,-19.32674,-14.48555,-14.9272,-32.54627,-20.51397,-19.68588,-28.73146,-25.16215,-17.34906,-18.81544,-21.81417,-21.06594,-23.67775,-24.11375,-24.40241,-29.13211,-21.82066,-20.41678,-23.40229,-22.79382,-104.43272368615504,-106.47352083641222,51.72655921538751,58.091411843077516,-49.510664470767495,75.95570000000012,9.103170614359229,-69.31457103256521,-138.88707960769366,15.201242875642762,-31.25377631384498,-4.00147916358776,-43.90307840487529,-78.05792982974681,-16.945553071795807,-85.80188815692252,-132.2690796076938,-122.77439715025713,-74.83866611769186,-89.45933388230819
107,-19.55159,-14.42783,-14.95074,-32.24014,-20.19429,-19.8444,-29.30677,-25.51846,-17.56153,-18.72268,-21.44232,-20.68202,-23.39727,-24.02783,-24.23879,-28.81455,-22.80652,-21.168,-22.84836,-23.62074,-103.14092368615505,-106.31902083641222,53.06355921538753,58.64038041820607,-50.15266447076749,76.93791469282054,8.778589803846955,-70.80608695410398,-139.85885756846307,15.409635529232546,-32.327961621024556,-4.403293856408169,-43.11652248333655,-78.020300444106,-16.13236776461622,-87.16381304589603,-131.01779430051423,-123.27275818282237,-74.72611019615309,-90.54951469282047
108,-19.64023,-14.37548,-15.00179,-32.85767,-19.67198,-20.14712,-29.77731,-26.1782,-17.69523,-18.26016,-20.89344,-21.31322,-23.64197,-23.57863,-23.83905,-27.39616,-23.94966,-22.00103,-22.52673,-24.9219,-101.93941633974484,-106.42492083641221,53.772966561797745,59.39283307179586,-49.11384977794708,75.55782203923076,7.237148575128613,-70.25423552923252,-139.60814287564264,14.209357568463176,-33.21677631384496,-3.177886509997961,-42.94829385640824,-77.05289309769577,-15.36207226128353,-86.92933223538375,-131.30203552923257,-121.89790899333465,-74.85636896743475,-91.93111184307756
109,-19.73875,-14.30981,-14.99184,-32.8709,-19.37117,-20.34366,-29.67791,-26.81304,-17.74927,-18.35066,-20.60883,-21.89611,-24.19504,-22.74682,-23.02964,-26.10641,-24.9816,-23.38257,-22.46244,-26.75485,-103.18380164692444,-106.85701349000202,54.205373908207946,58.85741633974483,-50.062442431536894,75.56993673205116,6.793409307179648,-70.80429145077129,-140.4003987971814,14.484879607693799,-31.85899835307559,-2.0324791635877517,-42.738293856408234,-75.79148575128556,-14.061808993334552,-85.84273958179394,-129.83115349000195,-121.1226457253857,-75.11662938564082,-93.23199879718156
